"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","DAPR","MDPR","PRCP","SNOW","TAVG","TMAX","TMIN","TOBS"
"USC00047902","SANTA BARBARA, CA US","34.4167","-119.6844","4.9","2022-10-06",,,"0.00",,,"74","62","68"
"USC00047902","SANTA BARBARA, CA US","34.4167","-119.6844","4.9","2022-10-07",,,"0.00",,,"72","62","67"
"USC00047902","SANTA BARBARA, CA US","34.4167","-119.6844","4.9","2022-10-08",,,"0.00",,,"70","62","70"
"USC00047902","SANTA BARBARA, CA US","34.4167","-119.6844","4.9","2022-10-09",,,"0.00",,,"73","61","70"
"USC00047902","SANTA BARBARA, CA US","34.4167","-119.6844","4.9","2022-10-10",,,"0.00",,,"72","61","68"
"USC00047902","SANTA BARBARA, CA US","34.4167","-119.6844","4.9","2022-10-11",,,"0.00",,,"71","62","69"
"USC00047902","SANTA BARBARA, CA US","34.4167","-119.6844","4.9","2022-10-12",,,"0.00",,,"73","62","68"
"USC00047902","SANTA BARBARA, CA US","34.4167","-119.6844","4.9","2022-10-13",,,"0.00",,,"71","63","68"
"USC00047902","SANTA BARBARA, CA US","34.4167","-119.6844","4.9","2022-10-14",,,"0.00",,,"71","63","67"
"USC00047902","SANTA BARBARA, CA US","34.4167","-119.6844","4.9","2022-10-15",,,"0.01",,,"70","63","70"
"USC00047902","SANTA BARBARA, CA US","34.4167","-119.6844","4.9","2022-10-16",,,"0.00",,,"72","63","67"
"USC00047902","SANTA BARBARA, CA US","34.4167","-119.6844","4.9","2022-10-17",,,"0.00",,,"74","56","74"
"USC00047902","SANTA BARBARA, CA US","34.4167","-119.6844","4.9","2022-10-18",,,"0.00",,,"80","55","80"
"USC00047902","SANTA BARBARA, CA US","34.4167","-119.6844","4.9","2022-10-19",,,"0.00",,,"89","61","86"
"USC00047902","SANTA BARBARA, CA US","34.4167","-119.6844","4.9","2022-10-20",,,"0.00",,,"88","61","83"
"USC00047902","SANTA BARBARA, CA US","34.4167","-119.6844","4.9","2022-10-21",,,"0.00",,,"86","59","70"
"USC00047902","SANTA BARBARA, CA US","34.4167","-119.6844","4.9","2022-10-22",,,"0.01",,,"71","59","68"
"USC00047902","SANTA BARBARA, CA US","34.4167","-119.6844","4.9","2022-10-23",,,"0.00",,,"70","53","67"
"USC00047902","SANTA BARBARA, CA US","34.4167","-119.6844","4.9","2022-10-24",,,"0.00",,,"72","52","72"
"USC00047902","SANTA BARBARA, CA US","34.4167","-119.6844","4.9","2022-10-25",,,"0.00",,,"74","51","65"
"USC00047902","SANTA BARBARA, CA US","34.4167","-119.6844","4.9","2022-10-26",,,"0.00",,,"69","51","66"
"USC00047902","SANTA BARBARA, CA US","34.4167","-119.6844","4.9","2022-10-27",,,"0.00",,,"71","52","68"
"USC00047902","SANTA BARBARA, CA US","34.4167","-119.6844","4.9","2022-10-28",,,"0.00",,,"69","51","68"
"USC00047902","SANTA BARBARA, CA US","34.4167","-119.6844","4.9","2022-10-29",,,"0.00",,,"70","51","68"
"USC00047902","SANTA BARBARA, CA US","34.4167","-119.6844","4.9","2022-10-30",,,"0.00",,,"80","52","67"
"USC00047902","SANTA BARBARA, CA US","34.4167","-119.6844","4.9","2022-10-31",,,"0.00",,,"69","54","67"
"USC00047902","SANTA BARBARA, CA US","34.4167","-119.6844","4.9","2022-11-01",,,"0.00",,,"69","54","67"
"USC00047902","SANTA BARBARA, CA US","34.4167","-119.6844","4.9","2022-11-02",,,"0.02",,,"69","54","66"
"USC00047902","SANTA BARBARA, CA US","34.4167","-119.6844","4.9","2022-11-03",,,"0.00",,,"70","52","63"
"USC00047902","SANTA BARBARA, CA US","34.4167","-119.6844","4.9","2022-11-04",,,"0.00",,,"66","46","62"
"USC00047902","SANTA BARBARA, CA US","34.4167","-119.6844","4.9","2022-11-05",,,"0.00",,,"65","46","61"
"USC00047902","SANTA BARBARA, CA US","34.4167","-119.6844","4.9","2022-11-06",,,"0.00",,,"64","47","62"
"USC00047902","SANTA BARBARA, CA US","34.4167","-119.6844","4.9","2022-11-07",,,"0.22",,,"65","50","56"
"USC00047902","SANTA BARBARA, CA US","34.4167","-119.6844","4.9","2022-11-08",,,"1.16",,,"60","50","54"
"USC00047902","SANTA BARBARA, CA US","34.4167","-119.6844","4.9","2022-11-09",,,"0.18",,,"63","50","63"
"USC00047902","SANTA BARBARA, CA US","34.4167","-119.6844","4.9","2022-11-10",,,"0.00",,,"65","45","62"
"USC00047902","SANTA BARBARA, CA US","34.4167","-119.6844","4.9","2022-11-11",,,"0.00",,,"66","44","63"
"USC00047902","SANTA BARBARA, CA US","34.4167","-119.6844","4.9","2022-11-12",,,"0.00",,,"69","44","60"
"USC00047902","SANTA BARBARA, CA US","34.4167","-119.6844","4.9","2022-11-13",,,"0.00",,,"63","44","62"
"USC00047902","SANTA BARBARA, CA US","34.4167","-119.6844","4.9","2022-11-14",,,"0.00",,,"68","47","61"
"USC00047902","SANTA BARBARA, CA US","34.4167","-119.6844","4.9","2022-11-15",,,"0.00",,,"64","44","64"
"USC00047902","SANTA BARBARA, CA US","34.4167","-119.6844","4.9","2022-11-16",,,"0.00",,,"68","44","68"
"USC00047902","SANTA BARBARA, CA US","34.4167","-119.6844","4.9","2022-11-17",,,"0.00",,,"71","44","64"
"USC00047902","SANTA BARBARA, CA US","34.4167","-119.6844","4.9","2022-11-18",,,"0.00",,,"69","44","60"
"USC00047902","SANTA BARBARA, CA US","34.4167","-119.6844","4.9","2022-11-19",,,"0.00",,,"69","44","67"
"USC00047902","SANTA BARBARA, CA US","34.4167","-119.6844","4.9","2022-11-20",,,"0.00",,,"71","44","70"
"USC00047902","SANTA BARBARA, CA US","34.4167","-119.6844","4.9","2022-11-21",,,"0.00",,,"73","43","66"
"USC00047902","SANTA BARBARA, CA US","34.4167","-119.6844","4.9","2022-11-22",,,"0.00",,,"72","44","62"
"USC00047902","SANTA BARBARA, CA US","34.4167","-119.6844","4.9","2022-11-23",,,"0.00",,,"72","46","72"
"USC00047902","SANTA BARBARA, CA US","34.4167","-119.6844","4.9","2022-11-24",,,"0.00",,,"72","46","72"
"USC00047902","SANTA BARBARA, CA US","34.4167","-119.6844","4.9","2022-11-25",,,"0.00",,,"77","46","71"
"USC00047902","SANTA BARBARA, CA US","34.4167","-119.6844","4.9","2022-11-26",,,"0.00",,,"74","46","61"
"USC00047902","SANTA BARBARA, CA US","34.4167","-119.6844","4.9","2022-11-27",,,"0.00",,,"65","46","61"
"USC00047902","SANTA BARBARA, CA US","34.4167","-119.6844","4.9","2022-11-28",,,"0.00",,,"64","45","59"
"USC00047902","SANTA BARBARA, CA US","34.4167","-119.6844","4.9","2022-11-29",,,"0.00",,,"61","45","59"
"USC00047902","SANTA BARBARA, CA US","34.4167","-119.6844","4.9","2022-11-30",,,"0.00",,,"61","45","59"
"USC00047902","SANTA BARBARA, CA US","34.4167","-119.6844","4.9","2022-12-01",,,"0.00",,,"65","46","58"
"USC00047902","SANTA BARBARA, CA US","34.4167","-119.6844","4.9","2022-12-02",,,"0.65",,,"60","52","57"
"USC00047902","SANTA BARBARA, CA US","34.4167","-119.6844","4.9","2022-12-03",,,"0.68",,,"62",,"62"
"USC00047902","SANTA BARBARA, CA US","34.4167","-119.6844","4.9","2022-12-04",,,"0.37",,,"64","57","61"
"USC00047902","SANTA BARBARA, CA US","34.4167","-119.6844","4.9","2022-12-05",,,"0.01",,,"62","53","61"
"USC00047902","SANTA BARBARA, CA US","34.4167","-119.6844","4.9","2022-12-06",,,"0.00",,,"64","48","58"
"USC00047902","SANTA BARBARA, CA US","34.4167","-119.6844","4.9","2022-12-07",,,"0.00",,,"61","46","58"
"USC00047902","SANTA BARBARA, CA US","34.4167","-119.6844","4.9","2022-12-08",,,"0.01",,,"61","45","57"
"USC00047902","SANTA BARBARA, CA US","34.4167","-119.6844","4.9","2022-12-09",,,"0.00",,,"60","43","57"
"USC00047902","SANTA BARBARA, CA US","34.4167","-119.6844","4.9","2022-12-10",,,"0.14",,,"58","48","57"
"USC00047902","SANTA BARBARA, CA US","34.4167","-119.6844","4.9","2022-12-11",,,"1.52",,,"59","52","56"
"USC00047902","SANTA BARBARA, CA US","34.4167","-119.6844","4.9","2022-12-12",,,"0.38",,,"57","44","54"
"USC00047902","SANTA BARBARA, CA US","34.4167","-119.6844","4.9","2022-12-13",,,"0.01",,,"59","42","55"
"USC00047902","SANTA BARBARA, CA US","34.4167","-119.6844","4.9","2022-12-14",,,"0.00",,,"60","41","56"
"USC00047902","SANTA BARBARA, CA US","34.4167","-119.6844","4.9","2022-12-15",,,"0.00",,,"60","45","58"
"USC00047902","SANTA BARBARA, CA US","34.4167","-119.6844","4.9","2022-12-16",,,"0.00",,,"64","48","62"
"USC00047902","SANTA BARBARA, CA US","34.4167","-119.6844","4.9","2022-12-17",,,"0.00",,,"63","42","59"
"USC00047902","SANTA BARBARA, CA US","34.4167","-119.6844","4.9","2022-12-18",,,"0.00",,,"60","41","57"
"USC00047902","SANTA BARBARA, CA US","34.4167","-119.6844","4.9","2022-12-19",,,"0.00",,,"62","42","60"
"USC00047902","SANTA BARBARA, CA US","34.4167","-119.6844","4.9","2022-12-20",,,"0.00",,,"61","44","57"
"USC00047902","SANTA BARBARA, CA US","34.4167","-119.6844","4.9","2022-12-21",,,"0.00",,,"63","45","59"
"USC00047902","SANTA BARBARA, CA US","34.4167","-119.6844","4.9","2022-12-22",,,"0.00",,,"66","46","60"
"USC00047902","SANTA BARBARA, CA US","34.4167","-119.6844","4.9","2022-12-23",,,"0.00",,,"64","46","59"
"USC00047902","SANTA BARBARA, CA US","34.4167","-119.6844","4.9","2022-12-24",,,"0.00",,,"74","46","61"
"USC00047902","SANTA BARBARA, CA US","34.4167","-119.6844","4.9","2022-12-25",,,"0.00",,,"76","48","68"
"USC00047902","SANTA BARBARA, CA US","34.4167","-119.6844","4.9","2022-12-26",,,"0.00",,,"73","49","69"
"USC00047902","SANTA BARBARA, CA US","34.4167","-119.6844","4.9","2022-12-27",,,"0.64",,,"69","55","56"
"USC00047902","SANTA BARBARA, CA US","34.4167","-119.6844","4.9","2022-12-28",,,"0.31",,,"62","49","58"
"USC00047902","SANTA BARBARA, CA US","34.4167","-119.6844","4.9","2022-12-29",,,"0.01",,,"59","54","57"
"USC00047902","SANTA BARBARA, CA US","34.4167","-119.6844","4.9","2022-12-30",,,"0.06",,,"58","54","57"
"USC00047902","SANTA BARBARA, CA US","34.4167","-119.6844","4.9","2022-12-31",,,"0.84",,,"59","56","58"
"USC00047902","SANTA BARBARA, CA US","34.4167","-119.6844","4.9","2023-01-01",,,"1.91",,,"61","53","58"
"USC00047902","SANTA BARBARA, CA US","34.4167","-119.6844","4.9","2023-01-02",,,"0.01",,,"59","44","53"
"USC00047902","SANTA BARBARA, CA US","34.4167","-119.6844","4.9","2023-01-03",,,"0.05",,,"62","50","59"
"USC00047902","SANTA BARBARA, CA US","34.4167","-119.6844","4.9","2023-01-04",,,"0.33",,,"63","56","58"
"USC00047902","SANTA BARBARA, CA US","34.4167","-119.6844","4.9","2023-01-05",,,"1.72",,,"62","55","59"
"USC00047902","SANTA BARBARA, CA US","34.4167","-119.6844","4.9","2023-01-06",,,"0.00",,,"60","44","56"
"USC00047902","SANTA BARBARA, CA US","34.4167","-119.6844","4.9","2023-01-07",,,"0.00",,,"62","47","59"
"USC00047902","SANTA BARBARA, CA US","34.4167","-119.6844","4.9","2023-01-08",,,"0.15",,,"62","50","59"
"USC00047902","SANTA BARBARA, CA US","34.4167","-119.6844","4.9","2023-01-09",,,"5.10",,,"59","54","59"
"USC00047902","SANTA BARBARA, CA US","34.4167","-119.6844","4.9","2023-01-10",,,"0.97",,,"62","53","57"
"USC00047902","SANTA BARBARA, CA US","34.4167","-119.6844","4.9","2023-01-11",,,"0.01",,,"61","49","58"
"USC00047902","SANTA BARBARA, CA US","34.4167","-119.6844","4.9","2023-01-12",,,"0.00",,,"65","47","62"
"USC00047902","SANTA BARBARA, CA US","34.4167","-119.6844","4.9","2023-01-13",,,,,,,,"63"
"USC00047902","SANTA BARBARA, CA US","34.4167","-119.6844","4.9","2023-01-14",,,"1.62",,,"64","54","57"
"USC00047902","SANTA BARBARA, CA US","34.4167","-119.6844","4.9","2023-01-15",,,,,,,,"55"
"US1CASB0017","SANTA BARBARA 3.0 W, CA US","34.435547","-119.773473","24.1","2022-09-10",,,"0.25",,,,,
"US1CASB0017","SANTA BARBARA 3.0 W, CA US","34.435547","-119.773473","24.1","2022-10-04",,,"0.03",,,,,
"US1CASB0017","SANTA BARBARA 3.0 W, CA US","34.435547","-119.773473","24.1","2022-10-14",,,"0.04",,,,,
"US1CASB0017","SANTA BARBARA 3.0 W, CA US","34.435547","-119.773473","24.1","2022-10-15",,,"0.05",,,,,
"US1CASB0017","SANTA BARBARA 3.0 W, CA US","34.435547","-119.773473","24.1","2022-11-02",,,"0.07",,,,,
"US1CASB0017","SANTA BARBARA 3.0 W, CA US","34.435547","-119.773473","24.1","2022-11-08",,,"0.66",,,,,
"US1CASB0017","SANTA BARBARA 3.0 W, CA US","34.435547","-119.773473","24.1","2022-12-01",,,"0.04",,,,,
"US1CASB0017","SANTA BARBARA 3.0 W, CA US","34.435547","-119.773473","24.1","2022-12-02",,,"0.56",,,,,
"US1CASB0017","SANTA BARBARA 3.0 W, CA US","34.435547","-119.773473","24.1","2022-12-03",,,"0.62",,,,,
"US1CASB0017","SANTA BARBARA 3.0 W, CA US","34.435547","-119.773473","24.1","2022-12-04",,,"0.35",,,,,
"US1CASB0017","SANTA BARBARA 3.0 W, CA US","34.435547","-119.773473","24.1","2022-12-10",,,"0.05",,,,,
"US1CASB0017","SANTA BARBARA 3.0 W, CA US","34.435547","-119.773473","24.1","2022-12-11",,,"1.25",,,,,
"US1CASB0017","SANTA BARBARA 3.0 W, CA US","34.435547","-119.773473","24.1","2022-12-12",,,"0.34",,,,,
"US1CASB0017","SANTA BARBARA 3.0 W, CA US","34.435547","-119.773473","24.1","2022-12-28",,,"1.01",,,,,
"US1CASB0017","SANTA BARBARA 3.0 W, CA US","34.435547","-119.773473","24.1","2022-12-29",,,"0.02",,,,,
"US1CASB0017","SANTA BARBARA 3.0 W, CA US","34.435547","-119.773473","24.1","2022-12-30",,,"0.05",,,,,
"US1CASB0017","SANTA BARBARA 3.0 W, CA US","34.435547","-119.773473","24.1","2022-12-31",,,"0.10",,,,,
"US1CASB0017","SANTA BARBARA 3.0 W, CA US","34.435547","-119.773473","24.1","2023-01-01",,,"2.35",,,,,
"US1CASB0017","SANTA BARBARA 3.0 W, CA US","34.435547","-119.773473","24.1","2023-01-02",,,"0.00","0.0",,,,
"US1CASB0017","SANTA BARBARA 3.0 W, CA US","34.435547","-119.773473","24.1","2023-01-03",,,"0.09",,,,,
"US1CASB0017","SANTA BARBARA 3.0 W, CA US","34.435547","-119.773473","24.1","2023-01-04",,,"0.00","0.0",,,,
"US1CASB0017","SANTA BARBARA 3.0 W, CA US","34.435547","-119.773473","24.1","2023-01-05",,,"1.96",,,,,
"US1CASB0017","SANTA BARBARA 3.0 W, CA US","34.435547","-119.773473","24.1","2023-01-09",,,"1.56",,,,,
"US1CASB0017","SANTA BARBARA 3.0 W, CA US","34.435547","-119.773473","24.1","2023-01-10",,,"5.35",,,,,
"US1CASB0017","SANTA BARBARA 3.0 W, CA US","34.435547","-119.773473","24.1","2023-01-11",,,"0.03",,,,,
"USC00043402","GIBRALTAR DAM NUMBER 2, CA US","34.5225","-119.6822","474.9","2022-09-01",,,"0.00",,,"104","66","76"
"USC00043402","GIBRALTAR DAM NUMBER 2, CA US","34.5225","-119.6822","474.9","2022-09-02",,,"0.00",,,"112","64","69"
"USC00043402","GIBRALTAR DAM NUMBER 2, CA US","34.5225","-119.6822","474.9","2022-09-05","    3","0.00",,,,"111","69","77"
"USC00043402","GIBRALTAR DAM NUMBER 2, CA US","34.5225","-119.6822","474.9","2022-09-06",,,"0.00",,,"110","72","78"
"USC00043402","GIBRALTAR DAM NUMBER 2, CA US","34.5225","-119.6822","474.9","2022-09-07",,,"0.00",,,"112","70","77"
"USC00043402","GIBRALTAR DAM NUMBER 2, CA US","34.5225","-119.6822","474.9","2022-09-08",,,"0.00",,,"108","64","73"
"USC00043402","GIBRALTAR DAM NUMBER 2, CA US","34.5225","-119.6822","474.9","2022-09-09",,,"0.00",,,"105","68","77"
"USC00043402","GIBRALTAR DAM NUMBER 2, CA US","34.5225","-119.6822","474.9","2022-09-12","    3","0.00",,,,"100","63","66"
"USC00043402","GIBRALTAR DAM NUMBER 2, CA US","34.5225","-119.6822","474.9","2022-09-13",,,"0.00",,,"92","59","60"
"USC00043402","GIBRALTAR DAM NUMBER 2, CA US","34.5225","-119.6822","474.9","2022-09-14",,,"0.00",,,"87","50","50"
"USC00043402","GIBRALTAR DAM NUMBER 2, CA US","34.5225","-119.6822","474.9","2022-09-15",,,"0.00",,,"83","50","54"
"USC00043402","GIBRALTAR DAM NUMBER 2, CA US","34.5225","-119.6822","474.9","2022-09-16",,,"0.00",,,"84","46","48"
"USC00043402","GIBRALTAR DAM NUMBER 2, CA US","34.5225","-119.6822","474.9","2022-09-19","    3","0.00",,,,"85","45","53"
"USC00043402","GIBRALTAR DAM NUMBER 2, CA US","34.5225","-119.6822","474.9","2022-09-20",,,"0.00",,,"79","53","58"
"USC00043402","GIBRALTAR DAM NUMBER 2, CA US","34.5225","-119.6822","474.9","2022-09-21",,,"0.00",,,"79","46","49"
"USC00043402","GIBRALTAR DAM NUMBER 2, CA US","34.5225","-119.6822","474.9","2022-09-22",,,"0.00",,,"80","49","54"
"USC00043402","GIBRALTAR DAM NUMBER 2, CA US","34.5225","-119.6822","474.9","2022-09-23",,,"0.00",,,"90","50","53"
"USC00043402","GIBRALTAR DAM NUMBER 2, CA US","34.5225","-119.6822","474.9","2022-09-26","    3","0.00",,,,"97","53","62"
"USC00043402","GIBRALTAR DAM NUMBER 2, CA US","34.5225","-119.6822","474.9","2022-09-27",,,"0.00",,,"96","58","63"
"USC00043402","GIBRALTAR DAM NUMBER 2, CA US","34.5225","-119.6822","474.9","2022-09-28",,,"0.00",,,"100","60","64"
"USC00043402","GIBRALTAR DAM NUMBER 2, CA US","34.5225","-119.6822","474.9","2022-09-29",,,"0.00",,,"100","56","60"
"USC00043402","GIBRALTAR DAM NUMBER 2, CA US","34.5225","-119.6822","474.9","2022-09-30",,,"0.00",,,"95","52","54"
"USC00043402","GIBRALTAR DAM NUMBER 2, CA US","34.5225","-119.6822","474.9","2022-10-03","    3","0.00",,,,"98","45","48"
"USC00043402","GIBRALTAR DAM NUMBER 2, CA US","34.5225","-119.6822","474.9","2022-10-04",,,"0.00",,,"88","48","54"
"USC00043402","GIBRALTAR DAM NUMBER 2, CA US","34.5225","-119.6822","474.9","2022-10-05",,,"0.00",,,"94","53","60"
"USC00043402","GIBRALTAR DAM NUMBER 2, CA US","34.5225","-119.6822","474.9","2022-10-06",,,"0.00",,,"96","53","56"
"USC00043402","GIBRALTAR DAM NUMBER 2, CA US","34.5225","-119.6822","474.9","2022-10-07",,,"0.00",,,"95","51","54"
"USC00043402","GIBRALTAR DAM NUMBER 2, CA US","34.5225","-119.6822","474.9","2022-10-10","    3","0.00",,,,"94","49","51"
"USC00043402","GIBRALTAR DAM NUMBER 2, CA US","34.5225","-119.6822","474.9","2022-10-11",,,"0.00",,,"86","50","56"
"USC00043402","GIBRALTAR DAM NUMBER 2, CA US","34.5225","-119.6822","474.9","2022-10-12",,,"0.00",,,"85","50","54"
"USC00043402","GIBRALTAR DAM NUMBER 2, CA US","34.5225","-119.6822","474.9","2022-10-13",,,"0.15",,,"87","52","54"
"USC00043402","GIBRALTAR DAM NUMBER 2, CA US","34.5225","-119.6822","474.9","2022-10-14",,,"0.00",,,"87","49","51"
"USC00043402","GIBRALTAR DAM NUMBER 2, CA US","34.5225","-119.6822","474.9","2022-10-17","    3","0.00",,,,"81","42","44"
"USC00043402","GIBRALTAR DAM NUMBER 2, CA US","34.5225","-119.6822","474.9","2022-10-18",,,"0.00",,,"85","44","54"
"USC00043402","GIBRALTAR DAM NUMBER 2, CA US","34.5225","-119.6822","474.9","2022-10-19",,,"0.00",,,"92","54","56"
"USC00043402","GIBRALTAR DAM NUMBER 2, CA US","34.5225","-119.6822","474.9","2022-10-20",,,"0.00",,,"92","54","58"
"USC00043402","GIBRALTAR DAM NUMBER 2, CA US","34.5225","-119.6822","474.9","2022-10-21",,,"0.00",,,"92","52","53"
"USC00043402","GIBRALTAR DAM NUMBER 2, CA US","34.5225","-119.6822","474.9","2022-10-24","    3","0.00",,,,"88","40","42"
"USC00043402","GIBRALTAR DAM NUMBER 2, CA US","34.5225","-119.6822","474.9","2022-10-25",,,"0.00",,,"76","40","42"
"USC00043402","GIBRALTAR DAM NUMBER 2, CA US","34.5225","-119.6822","474.9","2022-10-26",,,"0.00",,,"77","40","41"
"USC00043402","GIBRALTAR DAM NUMBER 2, CA US","34.5225","-119.6822","474.9","2022-10-27",,,"0.00",,,"79","38","40"
"USC00043402","GIBRALTAR DAM NUMBER 2, CA US","34.5225","-119.6822","474.9","2022-10-28",,,"0.00",,,"76","40","42"
"USC00043402","GIBRALTAR DAM NUMBER 2, CA US","34.5225","-119.6822","474.9","2022-10-31","    3","0.00",,,,"86","39","45"
"USC00043402","GIBRALTAR DAM NUMBER 2, CA US","34.5225","-119.6822","474.9","2022-11-01",,,"0.00",,,"82","40","42"
"USC00043402","GIBRALTAR DAM NUMBER 2, CA US","34.5225","-119.6822","474.9","2022-11-02",,,"0.00",,,"73","42","45"
"USC00043402","GIBRALTAR DAM NUMBER 2, CA US","34.5225","-119.6822","474.9","2022-11-03",,,"0.00",,,"74","43","43"
"USC00043402","GIBRALTAR DAM NUMBER 2, CA US","34.5225","-119.6822","474.9","2022-11-04",,,"0.00",,,"60","34","36"
"USC00043402","GIBRALTAR DAM NUMBER 2, CA US","34.5225","-119.6822","474.9","2022-11-07","    3","0.00",,,,"75","37","50"
"USC00043402","GIBRALTAR DAM NUMBER 2, CA US","34.5225","-119.6822","474.9","2022-11-08",,,"0.69",,,"60","43","50"
"USC00043402","GIBRALTAR DAM NUMBER 2, CA US","34.5225","-119.6822","474.9","2022-11-09",,,"1.70",,,"55","37","41"
"USC00043402","GIBRALTAR DAM NUMBER 2, CA US","34.5225","-119.6822","474.9","2022-11-10",,,"0.00",,,"58","32","39"
"USC00043402","GIBRALTAR DAM NUMBER 2, CA US","34.5225","-119.6822","474.9","2022-11-11",,,"0.00",,,"56","33","37"
"USC00043402","GIBRALTAR DAM NUMBER 2, CA US","34.5225","-119.6822","474.9","2022-11-14","    3","0.00",,,,"66","31","35"
"USC00043402","GIBRALTAR DAM NUMBER 2, CA US","34.5225","-119.6822","474.9","2022-11-15",,,"0.00",,,"70","30","37"
"USC00043402","GIBRALTAR DAM NUMBER 2, CA US","34.5225","-119.6822","474.9","2022-11-16",,,"0.00",,,"69","35","42"
"USC00043402","GIBRALTAR DAM NUMBER 2, CA US","34.5225","-119.6822","474.9","2022-11-17",,,"0.00",,,"73","34","37"
"USC00043402","GIBRALTAR DAM NUMBER 2, CA US","34.5225","-119.6822","474.9","2022-11-18",,,"0.00",,,"75","32","37"
"USC00043402","GIBRALTAR DAM NUMBER 2, CA US","34.5225","-119.6822","474.9","2022-11-21","    3","0.00",,,,"75","32","35"
